Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21715500,2022-09-26 19:14:26,2022-09-26 18:24:53,266964,9610704,0,36,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715500/SRR21715500.lite.1,SRX17712848,SFK188 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243253,SAMN31025748,simple,504342,Stephanocoenia intersepta,SFK188,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,44C1FEF728DDEB7A850F8CF7A1E4BFAB,367197AF697EC6F8778599D688C80DEE
SRR21715509,2022-09-26 19:14:26,2022-09-26 18:25:06,1279966,46078776,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715509/SRR21715509.lite.1,SRX17712839,SFK097 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243226,SAMN31025657,simple,504342,Stephanocoenia intersepta,SFK097,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,1B659D874C961337D4FFD1E44DE48530,B18A3896325254C1E190C8384373EB7A
SRR21715508,2022-09-26 19:14:26,2022-09-26 18:25:05,993993,35783748,0,36,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715508/SRR21715508.lite.1,SRX17712840,SFK098 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243227,SAMN31025658,simple,504342,Stephanocoenia intersepta,SFK098,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,79E13E47D2C6D487617CCD96EB324527,BDAFC393442964A22BE16C7522ECA419
SRR21715507,2022-09-26 19:14:26,2022-09-26 18:25:06,1504991,54179676,0,36,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715507/SRR21715507.lite.1,SRX17712841,SFK182 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243247,SAMN31025742,simple,504342,Stephanocoenia intersepta,SFK182,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,D0C84360FC801CE9E38BED03BF4126BA,597DCC055E1C08C1BF533A14711169AA
SRR21715506,2022-09-26 19:14:26,2022-09-26 18:25:30,1165275,41949900,0,36,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715506/SRR21715506.lite.1,SRX17712842,SFK183 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243248,SAMN31025743,simple,504342,Stephanocoenia intersepta,SFK183,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C111BECB40E943CACEE722AEA1FF7B8F,6A6356B9C1DBFD86042C81D9DB745105
SRR21715505,2022-09-26 19:14:26,2022-09-26 18:25:00,761711,27421596,0,36,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715505/SRR21715505.lite.1,SRX17712843,SFK184 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243249,SAMN31025744,simple,504342,Stephanocoenia intersepta,SFK184,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EE39CF034863D555136430C40246AC4D,9548493EB21C7FBF0DC7219DEF56346A
SRR21715514,2022-09-26 19:14:26,2022-09-26 18:25:14,654610,23565960,0,36,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715514/SRR21715514.lite.1,SRX17712834,SFK092 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243221,SAMN31025652,simple,504342,Stephanocoenia intersepta,SFK092,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0D40A180CCFAA3A8D8F614F1CA9B478D,D943326B1E67B5E9E1557D127A51E209
SRR21715513,2022-09-26 19:14:26,2022-09-26 18:25:10,1694254,60993144,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715513/SRR21715513.lite.1,SRX17712835,SFK093 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243222,SAMN31025653,simple,504342,Stephanocoenia intersepta,SFK093,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,189121002B467649A068B67578C3A527,035088B1CE133F608D2572F60FAA5656
SRR21715512,2022-09-26 19:14:26,2022-09-26 18:25:21,1410615,50782140,0,36,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715512/SRR21715512.lite.1,SRX17712836,SFK094 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243223,SAMN31025654,simple,504342,Stephanocoenia intersepta,SFK094,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B445AC33183E24A93773157FC99E6836,103D5C3FEC3D22CAC808C6BA9320F4C7
SRR21715511,2022-09-26 19:14:26,2022-09-26 18:25:00,592536,21331296,0,36,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715511/SRR21715511.lite.1,SRX17712837,SFK095 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243224,SAMN31025655,simple,504342,Stephanocoenia intersepta,SFK095,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,63D9AF435483C1639BF1C7F8823372A6,37C95D51CC548B4972125D7A98FF9D0B
SRR21715510,2022-09-26 19:14:26,2022-09-26 18:25:00,1263104,45471744,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715510/SRR21715510.lite.1,SRX17712838,SFK096 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243225,SAMN31025656,simple,504342,Stephanocoenia intersepta,SFK096,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,06160019F1144B54A66386FE5903DC90,518E064B4FE307186FDDEF2C5EE86896
SRR21715518,2022-09-26 19:14:26,2022-09-26 18:25:22,1868874,67279464,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715518/SRR21715518.lite.1,SRX17712830,SFK010 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243202,SAMN31025570,simple,504342,Stephanocoenia intersepta,SFK010,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,8BE392B1604D68AE821AC7247584BC33,C4D76C3D6C80C5330FCA87AA5CD8D929
SRR21715519,2022-09-26 19:14:26,2022-09-26 18:25:06,1049799,37792764,0,36,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715519/SRR21715519.lite.1,SRX17712829,SFK088 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243217,SAMN31025648,simple,504342,Stephanocoenia intersepta,SFK088,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FD7DFE3E62BDA23345278D3391578307,93332C572CB2C153FE98D205EFB469DB
SRR21715517,2022-09-26 19:14:26,2022-09-26 18:25:08,1306321,47027556,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715517/SRR21715517.lite.1,SRX17712831,SFK089 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243218,SAMN31025649,simple,504342,Stephanocoenia intersepta,SFK089,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,1496A035BE6C8983FB445D53C637E9A9,C9E57C91D9B1BF90525F7B35922A9A3F
SRR21715516,2022-09-26 19:14:26,2022-09-26 18:25:13,1334696,48049056,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715516/SRR21715516.lite.1,SRX17712832,SFK090 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243219,SAMN31025650,simple,504342,Stephanocoenia intersepta,SFK090,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FA4C7641BB49C057D63F53F52DC71C1F,24E17BB980CE91FA1F59CF8F99EFEA06
SRR21715515,2022-09-26 19:14:26,2022-09-26 18:25:16,1792459,64528524,0,36,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715515/SRR21715515.lite.1,SRX17712833,SFK091 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243220,SAMN31025651,simple,504342,Stephanocoenia intersepta,SFK091,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EEF2C9663BC17506E8FE44746B721890,AB373D7117DAD405C25E9EA6C92C6CD1
SRR21715524,2022-09-26 19:14:26,2022-09-26 18:26:02,3673667,132252012,0,36,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715524/SRR21715524.lite.1,SRX17712824,SFK083 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243212,SAMN31025643,simple,504342,Stephanocoenia intersepta,SFK083,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,DB42D8F5DBE2E797E138D39D013F1AE1,15A7C7CC1A89208F72BDCDFB5E2B53BE
SRR21715523,2022-09-26 19:14:26,2022-09-26 18:25:50,3655058,131582088,0,36,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715523/SRR21715523.lite.1,SRX17712825,SFK084 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243213,SAMN31025644,simple,504342,Stephanocoenia intersepta,SFK084,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,9223EEECC7026D1D3CECFF6A3766DAFD,4B3948C83565598B2230A4F78F3E1847
SRR21715522,2022-09-26 19:14:26,2022-09-26 18:24:51,127975,4607100,0,36,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715522/SRR21715522.lite.1,SRX17712826,SFK085 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243214,SAMN31025645,simple,504342,Stephanocoenia intersepta,SFK085,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F0DF111DBE6461DB734D6FFC55FC231A,36E98F72A71FD227C0475D93550AB4DA
SRR21715521,2022-09-26 19:14:26,2022-09-26 18:25:36,2864087,103107132,0,36,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715521/SRR21715521.lite.1,SRX17712827,SFK086 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243215,SAMN31025646,simple,504342,Stephanocoenia intersepta,SFK086,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,50F61358D4B477C3A2642FB9FCFCC807,5DA915C9F7E18407BF1C538EA76ED2A5
SRR21715520,2022-09-26 19:14:26,2022-09-26 18:25:19,1432107,51555852,0,36,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715520/SRR21715520.lite.1,SRX17712828,SFK087 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243216,SAMN31025647,simple,504342,Stephanocoenia intersepta,SFK087,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,9C085BCC82BFF1F038AA25411DF25131,D71B320E9EB7810541A8889EBAB300B8
SRR21715529,2022-09-26 19:14:26,2022-09-26 18:25:31,2262514,81450504,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715529/SRR21715529.lite.1,SRX17712819,SFK009 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243201,SAMN31025569,simple,504342,Stephanocoenia intersepta,SFK009,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,2140EB0166F8CAD03C9ECBD8CF47C49C,590F8B0AE2FD9D4B2A678B91E71162A3
SRR21715528,2022-09-26 19:14:26,2022-09-26 18:25:56,3632522,130770792,0,36,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715528/SRR21715528.lite.1,SRX17712820,SFK079 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243208,SAMN31025639,simple,504342,Stephanocoenia intersepta,SFK079,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F51D8C1A1DC90631F35CD31D5674334A,23699E093E224ACABAA53F7CA32B3567
SRR21715527,2022-09-26 19:14:26,2022-09-26 18:25:28,1680273,60489828,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715527/SRR21715527.lite.1,SRX17712821,SFK080 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243209,SAMN31025640,simple,504342,Stephanocoenia intersepta,SFK080,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C954E9D546065C73EA9213A89A03D8CA,AA32B6E176D0B5C63E178043F8FC66E1
SRR21715526,2022-09-26 19:14:26,2022-09-26 18:26:25,2478702,89233272,0,36,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715526/SRR21715526.lite.1,SRX17712822,SFK081 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243210,SAMN31025641,simple,504342,Stephanocoenia intersepta,SFK081,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CCC4100A30559C7AB49538421F791BA9,86EB043C62385E2F7F258E9717E2E8B2
SRR21715525,2022-09-26 19:14:26,2022-09-26 18:25:53,3644582,131204952,0,36,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715525/SRR21715525.lite.1,SRX17712823,SFK082 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243211,SAMN31025642,simple,504342,Stephanocoenia intersepta,SFK082,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,69F8F0AFEF84542366904B0BDD161D2A,B70DAD0413C045A806B768C814A841B6
SRR21715534,2022-09-26 19:14:26,2022-09-26 18:25:40,2908886,104719896,0,36,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715534/SRR21715534.lite.1,SRX17712814,SFK074 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243119,SAMN31025634,simple,504342,Stephanocoenia intersepta,SFK074,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,056E2B0E981D4F22CCF1C4A1208C5ED2,A286B67EB743F8078F2D1F33DD0EA8DE
SRR21715533,2022-09-26 19:14:26,2022-09-26 18:25:35,3006241,108224676,0,36,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715533/SRR21715533.lite.1,SRX17712815,SFK075 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243204,SAMN31025635,simple,504342,Stephanocoenia intersepta,SFK075,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,3A787E6B697DB30DB064CCDB0AA31A52,F1C6BC21D85A8D06274C8C895CFAA54B
SRR21715532,2022-09-26 19:14:26,2022-09-26 18:26:09,3802444,136887984,0,36,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715532/SRR21715532.lite.1,SRX17712816,SFK076 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243205,SAMN31025636,simple,504342,Stephanocoenia intersepta,SFK076,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,D6E4C98BEEFA535D5411423EB72918E7,CCE1E23DA004E39744982A17E7C2EE39
SRR21715531,2022-09-26 19:14:26,2022-09-26 18:25:04,704679,25368444,0,36,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715531/SRR21715531.lite.1,SRX17712817,SFK077 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243206,SAMN31025637,simple,504342,Stephanocoenia intersepta,SFK077,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,61DFEAAA2E3CE1EE9BD0C68413560888,F312B2A7424EE64D4C567B5BB69B64CD
SRR21715530,2022-09-26 19:14:26,2022-09-26 18:25:42,2550486,91817496,0,36,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715530/SRR21715530.lite.1,SRX17712818,SFK078 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243207,SAMN31025638,simple,504342,Stephanocoenia intersepta,SFK078,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,283161086BA5A11B8EBCC1DEAD968D07,AAA818755616A3CD9BDAC628C88DE15B
SRR21715536,2022-09-26 19:14:26,2022-09-26 18:25:24,1527693,54996948,0,36,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715536/SRR21715536.lite.1,SRX17712812,SFK072 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243117,SAMN31025632,simple,504342,Stephanocoenia intersepta,SFK072,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,DEA152BF0063722B6E0D7CD59EBC5E96,01B564D82C92E9F0A4CB7375F230D45E
SRR21715535,2022-09-26 19:14:26,2022-09-26 18:25:56,2866974,103211064,0,36,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715535/SRR21715535.lite.1,SRX17712813,SFK073 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243118,SAMN31025633,simple,504342,Stephanocoenia intersepta,SFK073,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,154A3082A91594F8BFC3DF74F2AD59AC,3D935A0628F9942C32D4BD1880F79C18
SRR21715539,2022-09-26 19:14:26,2022-09-26 18:25:18,38827,19413500,38827,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715539/SRR21715539.lite.1,SRX17712809,=A357&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243187,SAMN31025690,simple,504342,Stephanocoenia intersepta,SFK130,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FD42A59A5841282D54C025561D03B69C,E614F492FF8BE0FD1A16E6FCDAC6AB03
SRR21715538,2022-09-26 19:14:26,2022-09-26 18:25:19,46267,23133500,46267,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715538/SRR21715538.lite.1,SRX17712810,=A358&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243189,SAMN31025692,simple,504342,Stephanocoenia intersepta,SFK132,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A40A4BA1C614BE8148034A958E298934,11914C3F368515E962517D7C87A5A362
SRR21715537,2022-09-26 19:14:26,2022-09-26 18:25:11,40964,20482000,40964,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715537/SRR21715537.lite.1,SRX17712811,=A359&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243190,SAMN31025693,simple,504342,Stephanocoenia intersepta,SFK133,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,063B9BC555B374076944AB3CFAD6EEE4,F6BA229EDF0DF56998B66EBCF5673B91
SRR21715544,2022-09-26 19:14:26,2022-09-26 18:25:23,40120,20060000,40120,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715544/SRR21715544.lite.1,SRX17712804,=A352&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243181,SAMN31025685,simple,504342,Stephanocoenia intersepta,SFK125,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CBDBC383849B1337500D36DFB4080931,F63763EE026D86F47AFF98AD7D49C6AA
SRR21715543,2022-09-26 19:14:26,2022-09-26 18:25:16,36455,18227500,36455,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715543/SRR21715543.lite.1,SRX17712805,=A353&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243182,SAMN31025686,simple,504342,Stephanocoenia intersepta,SFK126,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,96EE7F20005DD4673C289CB2CD013905,21800E86BA150AAA3C5E31593C934782
SRR21715542,2022-09-26 19:14:26,2022-09-26 18:25:16,42712,21356000,42712,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715542/SRR21715542.lite.1,SRX17712806,=A354&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243183,SAMN31025687,simple,504342,Stephanocoenia intersepta,SFK127,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,5DA9476144536F2FFCE60B222A7F6453,94CBAC20BCFC5FB2E24111F5091D9B5B
SRR21715541,2022-09-26 19:14:26,2022-09-26 18:25:17,33068,16534000,33068,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715541/SRR21715541.lite.1,SRX17712807,=A355&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243184,SAMN31025688,simple,504342,Stephanocoenia intersepta,SFK128,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,122C83FC247897E552FC89FBD25A8AD4,AE0A6D58E4A0361BED8A74D497FCBDFC
